,founding_year,founders_count,initial_funding_usd,total_funding_usd,revenue_last_year_usd,employee_count,burn_rate_usd,years_operated,customer_rating,status,industry_ai,industry_e commerce,industry_ecommerce,industry_ed-tech,industry_edtech,industry_energy,industry_fintech,industry_foodtech,industry_health tech,industry_healthtech,industry_realestate,industry_saas,industry_transport,industry_travel,country_Canada,country_Germany,country_India,country_U.S.A,country_Uk,country_Usa,market_competition_Low,market_competition_Medium,profit_ratio,funding_per_employee
68,2010,1.0,100000.0,200000.0,11603968.125,5.0,90000.0,7,2.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,58.019840625,40000.0
69,2020,1.0,800000.0,1000000.0,0.0,50.0,90000.0,13,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,20000.0
70,2019,4.0,300000.0,12000000.0,0.0,10.0,150000.0,4,2.3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.0,1200000.0
71,2020,5.0,300000.0,1000000.0,0.0,10.0,90000.0,15,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,100000.0
72,2021,1.0,800000.0,12000000.0,0.0,25.0,150000.0,15,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,480000.0
73,2014,2.0,100000.0,1000000.0,6875505.0,3.0,40000.0,9,3.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.875505,333333.3333333333
74,2015,5.0,50000.0,12000000.0,534934.0,5.0,300000.0,3,3.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04457783333333333,2400000.0
75,2023,3.0,50000.0,12000000.0,534934.0,120.0,40000.0,6,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.04457783333333333,100000.0
76,2010,3.0,300000.0,5000000.0,534934.0,25.0,300000.0,3,2.3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.1069868,200000.0
77,2021,4.0,100000.0,1000000.0,0.0,300.0,150000.0,3,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,3333.3333333333335
78,2020,3.0,50000.0,1000000.0,11603968.125,25.0,90000.0,6,3.8,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,11.603968125,40000.0
79,2015,4.0,300000.0,200000.0,7986961.0,50.0,90000.0,3,3.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39.934805,4000.0
80,2018,2.0,100000.0,5000000.0,534934.0,25.0,40000.0,10,3.8,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1069868,200000.0
81,2011,2.0,300000.0,12000000.0,534934.0,5.0,150000.0,7,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.04457783333333333,2400000.0
82,2010,2.0,100000.0,12000000.0,534934.0,25.0,40000.0,8,1.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.04457783333333333,480000.0
83,2013,2.0,50000.0,200000.0,0.0,25.0,150000.0,5,3.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,8000.0
84,2018,5.0,100000.0,1000000.0,0.0,25.0,150000.0,14,3.8,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.0,40000.0
85,2012,2.0,100000.0,200000.0,0.0,25.0,150000.0,10,3.8,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,8000.0
86,2019,5.0,50000.0,1000000.0,0.0,120.0,40000.0,11,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,8333.333333333334
87,2017,5.0,300000.0,5000000.0,0.0,120.0,150000.0,10,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,41666.666666666664
88,2018,5.0,300000.0,1000000.0,534934.0,5.0,90000.0,11,3.8,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.534934,200000.0
89,2020,4.0,300000.0,1000000.0,534934.0,3.0,90000.0,3,4.5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.534934,333333.3333333333
90,2012,5.0,1500000.0,12000000.0,0.0,25.0,40000.0,12,3.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,480000.0
91,2013,1.0,800000.0,5000000.0,11343880.0,300.0,300000.0,15,1.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2.268776,16666.666666666668
92,2023,5.0,800000.0,1000000.0,11002055.0,120.0,150000.0,10,3.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,11.002055,8333.333333333334
93,2022,4.0,300000.0,200000.0,534934.0,3.0,150000.0,7,1.5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2.67467,66666.66666666667
94,2015,3.0,100000.0,5000000.0,8141571.0,25.0,300000.0,1,1.5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1.6283142,200000.0
95,2018,2.0,300000.0,1000000.0,534934.0,25.0,150000.0,4,1.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.534934,40000.0
96,2020,3.0,300000.0,200000.0,534934.0,25.0,150000.0,4,2.3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2.67467,8000.0
97,2022,5.0,300000.0,200000.0,8145656.0,3.0,150000.0,15,3.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,40.72828,66666.66666666667
98,2022,1.0,300000.0,5000000.0,0.0,300.0,90000.0,14,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,16666.666666666668
99,2017,1.0,50000.0,200000.0,11603968.125,5.0,300000.0,4,4.5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,58.019840625,40000.0
100,2015,3.0,100000.0,1000000.0,0.0,10.0,150000.0,11,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,100000.0
101,2010,1.0,300000.0,1000000.0,534934.0,300.0,300000.0,2,2.3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.534934,3333.3333333333335
102,2018,3.0,1500000.0,5000000.0,534934.0,50.0,90000.0,13,2.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.1069868,100000.0
103,2017,2.0,800000.0,12000000.0,0.0,300.0,150000.0,9,4.5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0,40000.0
104,2017,3.0,100000.0,1000000.0,534934.0,10.0,300000.0,14,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.534934,100000.0
105,2019,5.0,300000.0,5000000.0,534934.0,300.0,150000.0,4,4.5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1069868,16666.666666666668
106,2016,3.0,50000.0,5000000.0,11603968.125,50.0,300000.0,4,3.8,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2.320793625,100000.0
107,2018,3.0,300000.0,1000000.0,10541681.0,50.0,40000.0,6,2.3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.541681,20000.0
108,2010,3.0,1500000.0,1000000.0,0.0,25.0,300000.0,3,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,40000.0
109,2017,2.0,50000.0,200000.0,534934.0,10.0,300000.0,2,2.3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2.67467,20000.0
110,2011,2.0,100000.0,1000000.0,0.0,3.0,40000.0,4,3.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,333333.3333333333
111,2021,4.0,800000.0,200000.0,0.0,50.0,90000.0,10,3.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,4000.0
112,2012,2.0,300000.0,1000000.0,11603968.125,300.0,90000.0,10,3.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,11.603968125,3333.3333333333335
113,2022,1.0,100000.0,1000000.0,0.0,120.0,40000.0,6,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,8333.333333333334
114,2020,4.0,50000.0,1000000.0,534934.0,25.0,90000.0,14,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.534934,40000.0
115,2011,3.0,100000.0,1000000.0,1498560.0,25.0,90000.0,7,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1.49856,40000.0
116,2014,5.0,300000.0,12000000.0,11603968.125,3.0,150000.0,7,3.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.96699734375,4000000.0
117,2022,4.0,800000.0,1000000.0,11603968.125,5.0,300000.0,6,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.603968125,200000.0
118,2012,5.0,300000.0,200000.0,534934.0,120.0,150000.0,10,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2.67467,1666.6666666666667
119,2023,5.0,50000.0,5000000.0,534934.0,300.0,40000.0,9,1.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1069868,16666.666666666668
120,2011,5.0,100000.0,200000.0,0.0,25.0,150000.0,3,3.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,8000.0
121,2019,2.0,1500000.0,1000000.0,11603968.125,25.0,300000.0,1,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,11.603968125,40000.0
122,2015,3.0,1500000.0,200000.0,534934.0,10.0,150000.0,6,3.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2.67467,20000.0
123,2020,3.0,300000.0,1000000.0,534934.0,50.0,90000.0,12,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.534934,20000.0
124,2023,3.0,300000.0,12000000.0,0.0,120.0,300000.0,13,3.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,100000.0
125,2018,2.0,1500000.0,5000000.0,11603968.125,50.0,150000.0,2,2.3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2.320793625,100000.0
126,2021,1.0,300000.0,1000000.0,11603968.125,300.0,40000.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.603968125,3333.3333333333335
127,2010,2.0,1500000.0,1000000.0,6044961.0,3.0,150000.0,13,1.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,6.044961,333333.3333333333
128,2017,4.0,300000.0,1000000.0,10818593.0,10.0,300000.0,14,4.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,10.818593,100000.0
129,2010,5.0,300000.0,1000000.0,534934.0,10.0,300000.0,7,3.8,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.534934,100000.0
130,2020,2.0,50000.0,12000000.0,11603968.125,25.0,150000.0,15,3.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.96699734375,480000.0
131,2022,5.0,800000.0,12000000.0,10473998.0,10.0,300000.0,12,2.3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8728331666666667,1200000.0
132,2018,2.0,800000.0,5000000.0,11603968.125,120.0,40000.0,13,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2.320793625,41666.666666666664
133,2015,3.0,800000.0,1000000.0,0.0,120.0,40000.0,7,3.8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,8333.333333333334
134,2014,3.0,1500000.0,12000000.0,11603968.125,25.0,150000.0,2,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.96699734375,480000.0
135,2013,3.0,1500000.0,5000000.0,0.0,300.0,40000.0,13,2.3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,16666.666666666668
136,2017,1.0,300000.0,200000.0,0.0,10.0,150000.0,15,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,20000.0
137,2019,1.0,300000.0,5000000.0,11603968.125,300.0,300000.0,15,2.3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,2.320793625,16666.666666666668
